Date,Open,High,Low,Close,Adj Close,Volume
2006-02-27,189.923126,198.027740,168.622955,188.383896,188.383896,184696303
2006-03-06,189.743790,190.984146,165.155960,168.119843,168.119843,129082225
2006-03-13,169.828445,175.527084,165.688950,169.260574,169.260574,127336105
2006-03-20,170.530807,184.353989,168.119843,182.217010,182.217010,101278197
2006-03-27,182.859604,198.755020,181.818497,194.271820,194.271820,173106622
2006-04-03,194.037704,206.510941,193.240692,202.321655,202.321655,106142966
2006-04-10,202.779938,208.767487,199.502213,200.329117,200.329117,66241763
2006-04-17,200.971710,224.518448,199.671585,217.733887,217.733887,116438008
2006-04-24,218.879593,221.519684,207.372711,208.189651,208.189651,83195473
2006-05-01,208.453659,208.936859,193.474808,196.413788,196.413788,84826162
2006-05-08,196.817276,205.086288,186.077530,186.366455,186.366455,79149163
2006-05-15,187.263092,190.192108,179.611771,184.319122,184.319122,86238436
2006-05-22,183.238174,192.219513,181.943039,189.962967,189.962967,78297985
2006-05-29,188.433701,192.817276,182.705170,189.011536,189.011536,50110526
2006-06-05,187.387619,196.976685,186.376419,192.563232,192.563232,82802404
2006-06-12,193.444916,195.392624,188.354004,194.620514,194.620514,65324940
2006-06-19,194.695236,204.109940,192.533340,201.674072,201.674072,63525419
2006-06-26,202.615540,208.882065,199.756271,208.882065,208.882065,48752053
2006-07-03,209.235733,213.146072,207.043945,209.439972,209.439972,33869076
2006-07-10,210.929382,211.821045,198.560745,200.996613,200.996613,59805327
2006-07-17,201.559509,204.732605,188.139801,194.326614,194.326614,94674538
2006-07-24,195.676559,196.209564,188.269318,193.335327,193.335327,58425776
2006-07-31,193.275558,193.858368,181.001556,186.226974,186.226974,57371239
2006-08-07,185.056366,191.621750,183.312897,183.561966,183.561966,44224144
2006-08-14,185.056366,194.271820,183.646652,190.964218,190.964218,55310744
2006-08-21,188.344040,188.921875,185.434937,185.933075,185.933075,35691080
2006-08-28,187.103683,191.606812,186.799835,188.593109,188.593109,36739594
2006-09-04,189.225739,191.980408,187.656616,188.219513,188.219513,29557978
2006-09-11,188.423737,204.259384,188.179657,204.174698,204.174698,66134763
2006-09-18,204.234482,208.563248,195.636703,201.136093,201.136093,92122207
2006-09-25,202.032730,204.842194,199.522141,200.199600,200.199600,50833225
2006-10-02,200.199600,210.167236,198.351532,209.464874,209.464874,58026083
2006-10-09,211.606842,218.107483,210.406342,212.852173,212.852173,63183543
2006-10-16,213.051437,229.190933,207.571976,228.976746,228.976746,77688307
2006-10-23,230.276871,245.061447,229.325439,236.712738,236.712738,93525046
2006-10-30,236.523453,240.179749,231.661682,235.019089,235.019089,57051444
2006-11-06,236.000412,239.970535,233.425064,235.890823,235.890823,51250382
2006-11-13,236.563309,248.991714,236.184723,248.463699,248.463699,61308140
2006-11-20,248.269424,255.542160,245.405167,251.557098,251.557098,39719121
2006-11-27,249.748886,249.953110,237.624329,239.502289,239.502289,65537736
2006-12-04,240.598175,245.280624,238.779999,241.151108,241.151108,44350416
2006-12-11,241.554596,243.537170,237.619339,239.253220,239.253220,44257669
2006-12-18,240.354095,240.468658,225.325424,226.939377,226.939377,60050241
2006-12-25,227.407623,233.415100,226.446228,229.380234,229.380234,24052217
2007-01-01,232.129913,242.839783,229.694046,242.685349,242.685349,45100818
2007-01-08,242.934418,251.557098,239.701538,251.557098,251.557098,55780699
2007-01-15,252.827347,255.542160,242.461197,243.960571,243.960571,50545349
2007-01-22,245.330444,251.308029,237.753845,246.994202,246.994202,56198056
2007-01-29,248.070175,252.060211,238.012863,239.850983,239.850983,86538155
2007-02-05,237.858444,238.107513,229.888321,230.082596,230.082596,51359589
2007-02-12,229.479858,234.197174,226.660416,234.092560,234.092560,51663525
2007-02-19,233.360306,241.215866,231.487335,234.431290,234.431290,38814343
2007-02-26,235.532166,236.737656,218.520935,218.520935,218.520935,73441850
2007-03-05,217.694031,231.880859,217.684067,225.634262,225.634262,61757417
2007-03-12,225.440002,226.774994,218.680328,219.601883,219.601883,55131675
2007-03-19,220.797394,230.829788,219.492294,230.052704,230.052704,48600486
2007-03-26,229.415100,232.129913,226.650452,228.224564,228.224564,40976618
2007-04-02,228.025299,236.239517,225.215836,234.874634,234.874634,33013080
2007-04-09,235.606888,235.616852,230.256943,232.274384,232.274384,30827317
2007-04-16,233.355331,245.330444,233.200912,240.339157,240.339157,74537541
2007-04-23,239.153595,241.594452,236.887085,238.610626,238.610626,40926228
2007-04-30,238.680374,239.776260,231.218338,234.680359,234.680359,35946835
2007-05-07,235.188461,235.527191,229.639252,232.498535,232.498535,33014283
2007-05-14,231.870895,236.722702,227.850952,234.281860,234.281860,45976488
2007-05-21,233.888336,241.569534,232.488571,240.857208,240.857208,49345468
2007-05-28,241.594452,253.440048,240.598175,249.265686,249.265686,52570512
2007-06-04,248.025345,262.266968,247.865936,256.782501,256.782501,85165028
2007-06-11,256.050262,258.157349,248.413879,252.000443,252.000443,58009622
2007-06-18,252.144897,261.514771,251.178528,261.509796,261.509796,50474081
2007-06-25,263.502319,266.496094,258.760101,260.374054,260.374054,55781502
2007-07-02,261.763855,271.183533,261.121246,268.692871,268.692871,26196424
2007-07-09,270.486145,275.303101,268.996735,275.049042,275.049042,39294334
2007-07-16,274.122528,278.247070,253.798706,259.088867,259.088867,92159346
2007-07-23,258.535950,259.029083,248.508530,254.989243,254.989243,59956492
2007-07-30,255.502319,259.248260,250.560837,250.560837,250.560837,38128582
2007-08-06,250.560837,262.426361,250.311768,256.912018,256.912018,45582817
2007-08-13,258.799957,258.904572,239.332916,249.086365,249.086365,52892514
2007-08-20,250.291840,257.161102,247.073914,256.538422,256.538422,30333272
2007-08-27,256.254486,257.758850,251.950623,256.662964,256.662964,27658484
2007-09-03,256.548401,263.925751,256.349152,258.705322,258.705322,28699371
2007-09-10,259.666718,264.144928,254.486130,263.387756,263.387756,27244539
2007-09-17,262.281891,279.347931,261.056488,279.004211,279.004211,51144587
2007-09-24,279.452545,284.827393,278.954407,282.575836,282.575836,32259465
2007-10-01,283.920807,297.290680,283.741455,295.915833,295.915833,47605169
2007-10-08,296.389069,319.507416,295.866028,317.504913,317.504913,75891598
2007-10-15,318.042908,328.015503,304.852325,321.151245,321.151245,94508519
2007-10-22,318.142517,338.217285,316.951996,336.040436,336.040436,60248383
2007-10-29,337.619507,355.527405,334.790131,354.296997,354.296997,58643790
2007-11-05,352.174957,372.224823,329.370453,330.745270,330.745270,107388617
2007-11-12,327.641907,336.483765,306.859802,315.631927,315.631927,85876484
2007-11-19,313.619476,337.873566,308.095184,337.086517,337.086517,50428714
2007-11-26,338.829987,354.202362,323.915894,345.206085,345.206085,75711928
2007-12-03,344.214813,357.659393,337.295746,356.100250,356.100250,43216581
2007-12-10,356.658173,361.046722,339.333099,343.691772,343.691772,49923828
2007-12-17,342.715424,348.324402,325.031708,347.044189,347.044189,53957491
2007-12-24,346.197357,356.663147,345.235962,349.953278,349.953278,19399642
2007-12-31,347.980682,349.933350,326.277039,327.273285,327.273285,30705462
2008-01-07,325.749023,329.903442,310.092682,317.933319,317.933319,59810146
2008-01-14,324.354248,327.472565,297.888428,299.004272,299.004272,74944060
2008-01-21,279.965607,297.634399,258.530975,282.142456,282.142456,85989306
2008-01-28,284.418915,285.430145,254.047760,256.986755,256.986755,105415849
2008-02-04,253.584503,257.898346,243.347870,257.380280,257.380280,93859695
2008-02-11,259.288116,269.509796,255.557114,263.831085,263.831085,61890716
2008-02-18,266.471191,266.530975,247.846008,252.951874,252.951874,48594063
2008-02-25,252.030334,252.304306,222.590683,234.710251,234.710251,116021855
2008-03-03,234.874634,235.477371,212.324158,215.865875,215.865875,88640405
2008-03-10,213.614319,223.831024,205.748810,218.142349,218.142349,75817923
2008-03-17,213.195892,222.914459,205.285538,215.965515,215.965515,62669625
2008-03-24,218.396393,232.020325,216.344086,218.222046,218.222046,56268521
2008-03-31,217.006607,238.022827,215.198380,234.665421,234.665421,58647202
2008-04-07,237.624329,241.813629,226.655441,227.870880,227.870880,51754665
2008-04-14,227.726425,272.827362,219.676605,268.697845,268.697845,95636129
2008-04-21,268.687897,279.367859,264.154877,271.014160,271.014160,57412794
2008-04-28,271.920776,300.100159,268.493622,289.559662,289.559662,59942239
2008-05-05,298.311859,298.625671,284.583313,285.529755,285.529755,54465588
2008-05-12,286.301880,294.491180,283.392761,288.951935,288.951935,46212569
2008-05-19,288.194763,293.340485,267.900848,271.293121,271.293121,49974617
2008-05-26,271.462494,293.858551,270.909576,291.806244,291.806244,32092040
2008-06-02,290.162415,292.922058,279.258270,282.441345,282.441345,40137685
2008-06-09,282.969360,286.775085,271.213440,284.687927,284.687927,49052374
2008-06-16,282.192261,288.468750,271.238342,272.194733,272.194733,44271521
2008-06-23,271.661743,277.858521,256.583252,263.049042,263.049042,47251849
2008-06-30,265.240814,269.181030,257.534698,267.497345,267.497345,30812462
2008-07-07,270.137451,276.802490,258.745148,265.903320,265.903320,45479231
2008-07-14,268.493622,269.021637,238.202164,239.761322,239.761322,70900359
2008-07-21,239.542130,247.686615,231.930664,245.071411,245.071411,44589509
2008-07-28,245.126205,245.126205,230.386459,233.056442,233.056442,30767895
2008-08-04,233.185959,246.949371,230.087570,246.580750,246.580750,32040448
2008-08-11,245.315491,254.376541,244.971786,254.122482,254.122482,34297676
2008-08-18,253.968063,254.047760,238.740143,244.379013,244.379013,32468847
2008-08-25,242.147369,247.572037,230.301773,230.779984,230.779984,33299348
2008-09-01,237.494812,240.189713,219.218323,221.295532,221.295532,39766297
2008-09-08,225.166016,225.624298,202.431244,218.012833,218.012833,70209581
2008-09-15,211.208344,230.172256,204.483551,223.736374,223.736374,82870258
2008-09-22,226.217087,226.217087,209.728882,214.715195,214.715195,48513762
2008-09-29,208.971725,211.746323,189.644165,192.732590,192.732590,68378944
2008-10-06,186.291733,187.292984,154.570633,165.380112,165.380112,105944021
2008-10-13,177.230698,196.513412,154.142242,185.574417,185.574417,108205266
2008-10-20,189.165955,191.173431,161.763672,169.011505,169.011505,66113485
2008-10-27,166.779861,185.305435,162.192062,179.009033,179.009033,79245723
2008-11-03,178.122360,185.484756,162.057571,164.951721,164.951721,67265184
2008-11-10,163.387589,164.104889,139.477203,154.431152,154.431152,102441743
2008-11-17,150.934265,154.500900,123.188263,130.725006,130.725006,87824759
2008-11-24,134.127258,147.671494,124.040070,145.933014,145.933014,59719005
2008-12-01,142.804733,143.153427,130.799728,141.464752,141.464752,57943374
2008-12-08,144.453552,158.406250,140.473465,157.290436,157.290436,64586181
2008-12-15,156.418701,164.134781,151.985321,154.505875,154.505875,60151220
2008-12-22,153.703873,154.172119,144.772354,149.619186,149.619186,23238578
2008-12-29,149.549454,160.309128,145.245590,160.060059,160.060059,28190671
2009-01-05,159.900650,169.763687,156.114838,156.946732,156.946732,47677841
2009-01-12,157.564407,159.701401,142.859528,149.275482,149.275482,48909842
2009-01-19,149.011475,165.360184,140.847076,161.743744,161.743744,58162191
2009-01-26,161.818466,175.507156,159.681473,168.632919,168.632919,58589187
2009-02-02,166.520844,186.207047,165.380112,184.946777,184.946777,66013110
2009-02-09,184.946777,189.788620,175.083740,178.172165,178.172165,54221678
2009-02-16,172.608017,179.228210,166.874512,172.578140,172.578140,45993150
2009-02-23,172.852112,175.586853,164.159683,168.363937,168.363937,57779162
2009-03-02,166.042633,169.713867,146.575592,153.708862,153.708862,68045699
2009-03-09,149.429901,163.118591,144.184555,161.604263,161.604263,56321518
2009-03-16,162.386337,169.365173,158.700150,164.463547,164.463547,47217523
2009-03-23,166.157196,178.909409,165.893188,173.200806,173.200806,43670878
2009-03-30,170.635422,185.165955,167.397552,184.199570,184.199570,36794198
2009-04-06,182.814758,186.476044,176.991592,185.554489,185.554489,26314666
2009-04-13,184.971680,199.163483,181.400070,195.387634,195.387634,64892926
2009-04-20,192.354004,195.855881,187.243164,194.017776,194.017776,35373092
2009-04-27,191.452393,201.121155,190.057617,196.109940,196.109940,31372351
2009-05-04,198.341568,204.299240,195.517151,202.904465,202.904465,30316410
2009-05-11,200.647919,205.230743,191.626740,194.271820,194.271820,30390687
2009-05-18,196.627991,202.077560,191.980408,196.015289,196.015289,25919991
2009-05-25,195.243179,207.835983,194.271820,207.835983,207.835983,22997479
2009-06-01,208.583176,222.834763,208.483551,221.330399,221.330399,33721324
2009-06-08,218.929398,219.636749,209.818542,211.626770,211.626770,31108366
2009-06-15,209.963013,209.963013,205.011566,209.260635,209.260635,35374096
2009-06-22,207.696503,213.315445,200.194626,211.865875,211.865875,31684318
2009-06-29,212.204605,213.101242,202.645432,203.482300,203.482300,19255103
2009-07-06,202.491013,207.905716,197.250656,206.426270,206.426270,30444287
2009-07-13,207.307953,222.042725,206.814804,214.321671,214.321671,48435069
2009-07-20,214.137360,224.403885,210.959274,222.525925,222.525925,31745545
2009-07-27,222.187195,225.504745,215.138611,220.697769,220.697769,26263876
2009-08-03,223.532150,228.852203,222.984207,227.696533,227.696533,24041978
2009-08-10,226.720200,231.492310,225.345352,229.141129,229.141129,19003363
2009-08-17,224.906998,232.174759,218.461151,231.751343,231.751343,29682241
2009-08-24,232.802399,236.289337,229.504761,231.507248,231.507248,21184509
2009-08-31,229.036514,232.538391,225.449951,229.788696,229.788696,19077240
2009-09-07,231.278107,235.766296,227.068893,235.188461,235.188461,18648840
2009-09-14,234.376495,247.756348,234.147354,244.812378,244.812378,29561792
2009-09-21,242.959335,252.553375,242.202164,245.320480,245.320480,24971249
2009-09-28,246.496078,249.813644,240.398926,241.385223,241.385223,25082063
2009-10-05,242.914490,260.648041,240.767548,257.161102,257.161102,33711888
2009-10-12,260.732697,276.339203,258.690369,273.898376,273.898376,49304717
2009-10-19,275.313049,278.630615,269.340454,275.811188,275.811188,31440207
2009-10-26,276.837341,279.771362,266.122498,267.058990,267.058990,29602142
2009-11-02,267.537201,274.859772,263.133698,274.521027,274.521027,23265680
2009-11-09,276.687897,285.679199,276.080170,284.956909,284.956909,21587614
2009-11-16,286.426392,288.309357,283.636871,283.915802,283.915802,19753163
2009-11-23,287.168610,292.433899,284.418915,288.797516,288.797516,14049464
2009-11-30,289.230896,296.304382,287.477478,291.412720,291.412720,19374147
2009-12-07,291.014221,296.264526,289.415192,294.152435,294.152435,16721442
2009-12-14,296.563416,299.064026,294.391541,297.096405,297.096405,26445756
2009-12-21,297.689178,308.603271,296.722809,308.085236,308.085236,14822149
2009-12-28,309.669281,311.826202,307.851105,308.832428,308.832428,11659740
2010-01-04,312.304413,313.579620,293.455048,299.885956,299.885956,40306917
2010-01-11,301.101410,301.101410,285.878448,288.917053,288.917053,56686482
2010-01-18,289.514832,294.107605,266.431335,273.978058,273.978058,41505994
2010-01-25,272.274445,273.913300,261.823608,263.980530,263.980530,40369550
2010-02-01,266.301849,270.037842,260.254517,264.653015,264.653015,31878643
2010-02-08,265.255768,269.988007,262.859741,265.564606,265.564606,25852741
2010-02-15,267.432587,271.487396,266.152405,269.370331,269.370331,21227469
2010-02-22,272.653015,272.727753,259.029083,262.416412,262.416412,25499822
2010-03-01,263.611908,282.775085,262.884644,281.051544,281.051544,33685992
2010-03-08,281.335480,293.041595,277.210938,288.687927,288.687927,36545671
2010-03-15,282.281952,284.658020,276.961884,278.954407,278.954407,36091575
2010-03-22,277.016663,284.932007,268.842316,280.294403,280.294403,45566958
2010-03-29,280.448822,285.654297,279.093903,283.337982,283.337982,20508383
2010-04-05,284.384064,286.366638,278.979309,282.052795,282.052795,21172463
2010-04-12,282.615692,297.803772,273.788757,274.047791,274.047791,57544285
2010-04-19,273.350403,279.078949,270.122528,271.477448,271.477448,29375696
2010-04-26,271.467468,271.477448,259.542175,261.868439,261.868439,34356095
2010-05-03,262.266968,265.464966,229.141129,245.649246,245.649246,45380261
2010-05-10,256.025360,260.433838,247.198441,252.817383,252.817383,37628917
2010-05-17,252.443787,254.530960,231.332901,235.143631,235.143631,47515636
2010-05-24,239.467422,245.803665,231.138641,241.908264,241.908264,33209011
2010-05-31,239.317978,253.674164,239.163559,248.428833,248.428833,25652994
2010-06-07,248.598190,249.519745,235.118713,243.337906,243.337906,26913301
2010-06-14,246.316742,251.990479,240.189713,249.081375,249.081375,26979750
2010-06-21,249.016632,249.549622,234.401413,235.457443,235.457443,22827443
2010-06-28,235.412613,237.883362,216.005356,217.459900,217.459900,28741728
2010-07-05,221.170990,235.746368,216.005356,232.872131,232.872131,25475532
2010-07-12,235.303024,246.426331,228.902023,228.946854,228.946854,46396656
2010-07-19,229.644241,244.379013,227.905746,244.114990,244.114990,32715166
2010-07-26,243.631805,247.821106,238.675385,241.519730,241.519730,23612173
2010-08-02,243.582001,253.350388,242.471161,249.176025,249.176025,26525855
2010-08-09,250.187241,252.055237,240.354095,242.266922,242.266922,20694278
2010-08-16,240.936905,246.426331,229.649216,230.147354,230.147354,27552288
2010-08-23,229.888321,233.250717,222.989182,228.558304,228.558304,24953985
2010-08-30,228.717712,235.058945,223.163528,234.271896,234.271896,21341896
2010-09-06,231.382721,239.303040,230.645477,237.180984,237.180984,17097044
2010-09-13,239.552094,244.682877,238.356583,244.159836,244.159836,29052288
2010-09-20,245.330444,262.929474,245.111267,262.660492,262.660492,34290449
2010-09-27,263.437561,267.422638,258.256989,261.828613,261.828613,28914775
2010-10-04,261.494843,268.991760,258.456238,267.173553,267.173553,27030740
2010-10-11,268.234589,299.696655,267.552155,299.602020,299.602020,62020399
2010-10-18,299.153687,308.687958,299.153687,305.121338,305.121338,40928438
2010-10-25,306.645630,311.203522,304.374146,305.704132,305.704132,24844375
2010-11-01,306.715363,313.783875,304.463806,311.372894,311.372894,27706864
2010-11-08,310.844879,314.247131,299.482452,300.518585,300.518585,25073832
2010-11-15,300.413971,300.872253,289.599518,294.311859,294.311859,28338423
2010-11-22,292.638123,297.186066,288.020416,293.898407,293.898407,16173798
2010-11-29,293.484955,293.798767,275.621887,285.430145,285.430145,37962362
2010-12-06,289.200989,296.677979,287.228394,294.999268,294.999268,21011462
2010-12-13,297.445099,300.374115,292.737732,294.296906,294.296906,21868662
2010-12-20,296.214722,302.366669,293.230896,300.986816,300.986816,12388462
2010-12-27,300.244598,300.807495,294.909607,295.875977,295.875977,11685436
2011-01-03,297.126312,308.060303,297.126312,307.069031,307.069031,21843569
2011-01-10,306.252106,310.969421,303.143738,310.924591,310.924591,16764202
2011-01-17,311.861053,320.279510,304.538513,304.772644,304.772644,42987125
2011-01-24,302.650604,310.082733,298.760162,299.372864,299.372864,33192750
2011-01-31,300.673004,306.022949,296.663025,304.349213,304.349213,20791240
2011-02-07,303.940765,311.333038,303.467529,311.083984,311.083984,20599524
2011-02-14,310.506134,314.411499,308.862305,313.863556,313.863556,21280869
2011-02-21,308.857330,311.298187,299.552216,303.880981,303.880981,22430962
2011-02-28,303.861053,308.453827,296.483704,299.188568,299.188568,25269763
2011-03-07,299.153687,300.717834,285.594513,287.278198,287.278198,28222791
2011-03-14,285.330505,288.065247,274.610687,279.482422,279.482422,33762277
2011-03-21,284.045319,293.096405,283.447571,288.787567,288.787567,23449767
2011-03-28,289.948212,296.483704,285.435120,294.795044,294.795044,19850325
2011-04-04,295.392792,296.259552,281.783813,288.000488,288.000488,30521174
2011-04-11,287.024170,288.643097,264.040314,264.359131,264.359131,51217659
2011-04-18,262.227112,264.448792,258.530975,261.569580,261.569580,26607358
2011-04-25,261.644287,271.034088,260.030334,271.034088,271.034088,27417785
2011-05-02,271.831116,271.846039,263.826111,266.650543,266.650543,20850059
2011-05-09,266.501099,271.198486,263.537201,263.786255,263.786255,19848921
2011-05-16,262.172302,267.268219,256.553375,261.036560,261.036560,26099863
2011-05-23,257.335449,261.001709,255.741425,259.477417,259.477417,18802010
2011-05-30,261.519745,265.604462,259.776306,260.563354,260.563354,19264338
2011-06-06,260.792480,262.426361,253.694092,253.803680,253.803680,19336407
2011-06-13,254.047760,256.080139,241.494812,241.604401,241.604401,29800281
2011-06-20,241.594452,246.047760,235.626816,236.553345,236.553345,33742805
2011-06-27,236.114990,259.616882,235.915726,259.542175,259.542175,29245007
2011-07-04,261.669189,274.311798,261.669189,265.001709,265.001709,30615325
2011-07-11,263.103821,299.004272,261.768829,297.694183,297.694183,57920892
2011-07-18,295.138733,308.593323,294.894653,307.960693,307.960693,33447502
2011-07-25,305.534790,312.578369,300.374115,300.717834,300.717834,33434252
2011-08-01,304.468781,306.600800,279.950684,288.438873,288.438873,43835893
2011-08-08,280.438843,286.232147,269.494873,280.832367,280.832367,54846410
2011-08-15,275.681671,281.440094,244.513504,244.543396,244.543396,59952076
2011-08-22,251.058975,267.631836,246.341644,262.446289,262.446289,39620955
2011-08-29,266.281921,272.130005,259.392731,261.440063,261.440063,25765816
2011-09-05,254.446274,268.543427,254.296829,261.445038,261.445038,22325168
2011-09-12,258.012909,272.398987,257.783752,272.319275,272.319275,28534757
2011-09-19,269.166107,278.217163,256.040283,261.773804,261.773804,29990792
2011-09-26,262.640564,272.503601,255.666702,256.558350,256.558350,27178691
2011-10-03,253.973053,259.278168,239.402664,256.598206,256.598206,39040787
2011-10-10,261.609436,298.680481,260.623108,294.735260,294.735260,45311001
2011-10-17,290.770111,295.268250,287.621918,294.142487,294.142487,35152268
2011-10-24,292.264526,300.224670,285.360413,298.949463,298.949463,30371013
2011-10-31,296.433899,298.750214,287.298126,296.956940,296.956940,26716566
2011-11-07,295.552185,306.037903,294.675476,303.039124,303.039124,34013415
2011-11-14,302.864777,307.995544,295.766388,296.329285,296.329285,30622753
2011-11-21,292.782593,293.151184,279.616913,280.448822,280.448822,18659278
2011-11-28,288.603241,310.834900,287.173615,309.021698,309.021698,31646175
2011-12-05,312.648132,314.770172,306.501160,312.538544,312.538544,26018360
2011-12-12,309.778870,317.091461,305.101410,311.811249,311.811249,34094718
2011-12-19,312.832428,316.154968,308.324310,315.387848,315.387848,20688456
2011-12-26,314.844879,322.172424,314.819977,321.744019,321.744019,14235760
2012-01-02,325.250885,333.873566,323.681763,323.796326,323.796326,25126428
2012-01-09,322.042908,322.291962,307.303162,311.328064,311.328064,33727347
